Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas6048          Pavarde6048         6         9         10        10        9         10        
Vardas6049          Pavarde6049         3         2         10        1         2         9         
Vardas6050          Pavarde6050         7         1         4         3         2         4         
Vardas6051          Pavarde6051         8         5         4         8         4         2         
Vardas6052          Pavarde6052         9         1         10        9         0         0         
Vardas6053          Pavarde6053         4         3         6         8         0         5         
Vardas6054          Pavarde6054         7         7         9         8         5         1         
Vardas6055          Pavarde6055         2         9         1         2         0         8         
Vardas6056          Pavarde6056         0         4         0         10        4         1         
Vardas6057          Pavarde6057         5         9         0         0         7         9         
Vardas6058          Pavarde6058         0         0         0         2         10        1         
Vardas6059          Pavarde6059         9         7         6         5         5         3         
Vardas6060          Pavarde6060         2         2         6         2         9         7         
Vardas6061          Pavarde6061         9         10        5         3         7         1         
Vardas6062          Pavarde6062         2         9         5         3         7         10        
Vardas6063          Pavarde6063         7         8         9         0         2         4         
Vardas6064          Pavarde6064         5         5         9         4         4         4         
Vardas6065          Pavarde6065         4         7         6         1         7         0         
Vardas6066          Pavarde6066         7         0         0         2         10        10        
Vardas6067          Pavarde6067         5         6         2         4         0         3         
Vardas6068          Pavarde6068         10        9         4         8         0         7         
Vardas6069          Pavarde6069         9         1         3         9         4         7         
Vardas6070          Pavarde6070         7         8         0         5         1         10        
Vardas6071          Pavarde6071         0         9         9         8         6         8         
Vardas6072          Pavarde6072         4         0         2         2         0         6         
Vardas6073          Pavarde6073         8         8         10        8         9         10        
Vardas6074          Pavarde6074         0         3         4         3         10        0         
Vardas6075          Pavarde6075         4         10        5         0         4         4         
Vardas6076          Pavarde6076         2         9         6         5         8         9         
Vardas6077          Pavarde6077         10        5         3         0         0         10        
Vardas6078          Pavarde6078         1         4         1         4         1         10        
Vardas6079          Pavarde6079         2         10        9         9         3         5         
Vardas6080          Pavarde6080         2         1         3         4         0         3         
Vardas6081          Pavarde6081         9         2         0         2         3         10        
Vardas6082          Pavarde6082         9         8         9         2         7         7         
Vardas6083          Pavarde6083         1         4         2         2         4         6         
Vardas6084          Pavarde6084         6         0         4         3         7         10        
Vardas6085          Pavarde6085         3         3         1         10        5         1         
Vardas6086          Pavarde6086         9         0         1         9         6         6         
Vardas6087          Pavarde6087         3         4         3         6         9         5         
Vardas6088          Pavarde6088         5         10        8         9         3         10        
Vardas6089          Pavarde6089         8         5         2         3         2         2         
Vardas6090          Pavarde6090         3         7         2         5         1         0         
Vardas6091          Pavarde6091         2         8         5         9         4         10        
Vardas6092          Pavarde6092         5         8         9         5         4         2         
Vardas6093          Pavarde6093         5         7         7         7         8         5         
Vardas6094          Pavarde6094         1         4         0         7         10        3         
Vardas6095          Pavarde6095         3         0         2         4         0         5         
Vardas6096          Pavarde6096         3         4         8         4         2         0         
Vardas6097          Pavarde6097         5         5         9         10        5         9         
Vardas6098          Pavarde6098         6         7         3         5         1         3         
Vardas6099          Pavarde6099         7         4         9         9         9         5         
Vardas6100          Pavarde6100         9         7         9         2         1         8         
Vardas6101          Pavarde6101         7         5         4         1         5         2         
Vardas6102          Pavarde6102         5         4         7         9         9         4         
Vardas6103          Pavarde6103         2         0         10        10        0         4         
Vardas6104          Pavarde6104         10        6         9         3         2         6         
Vardas6105          Pavarde6105         9         4         3         10        3         4         
Vardas6106          Pavarde6106         2         1         9         0         0         8         
Vardas6107          Pavarde6107         2         10        0         5         10        9         
Vardas6108          Pavarde6108         2         8         7         7         7         8         
Vardas6109          Pavarde6109         10        9         5         0         0         8         
Vardas6110          Pavarde6110         5         4         0         8         4         7         
Vardas6111          Pavarde6111         8         4         9         5         6         0         
Vardas6112          Pavarde6112         4         9         5         7         1         4         
Vardas6113          Pavarde6113         10        10        4         0         1         8         
Vardas6114          Pavarde6114         1         8         6         10        4         2         
Vardas6115          Pavarde6115         3         6         9         2         7         9         
Vardas6116          Pavarde6116         3         0         6         10        2         10        
Vardas6117          Pavarde6117         0         7         5         8         9         2         
Vardas6118          Pavarde6118         4         0         9         7         4         9         
Vardas6119          Pavarde6119         2         10        6         9         1         10        
Vardas6120          Pavarde6120         4         0         3         3         0         10        
Vardas6121          Pavarde6121         7         0         6         4         7         9         
Vardas6122          Pavarde6122         0         9         3         7         2         2         
Vardas6123          Pavarde6123         4         2         3         9         2         2         
Vardas6124          Pavarde6124         3         8         9         1         3         9         
Vardas6125          Pavarde6125         8         4         5         4         6         3         
Vardas6126          Pavarde6126         2         5         8         3         4         10        
Vardas6127          Pavarde6127         6         2         8         2         5         1         
Vardas6128          Pavarde6128         2         3         6         2         7         5         
Vardas6129          Pavarde6129         4         9         5         6         4         9         
Vardas6130          Pavarde6130         0         5         5         9         3         3         
Vardas6131          Pavarde6131         1         2         7         5         1         8         
Vardas6132          Pavarde6132         10        1         0         9         4         10        
Vardas6133          Pavarde6133         5         6         4         6         10        10        
Vardas6134          Pavarde6134         5         4         1         6         7         3         
Vardas6135          Pavarde6135         1         1         10        6         0         8         
Vardas6136          Pavarde6136         1         8         1         6         1         3         
Vardas6137          Pavarde6137         1         5         1         5         8         2         
Vardas6138          Pavarde6138         5         9         3         2         1         10        
Vardas6139          Pavarde6139         5         7         7         10        10        5         
Vardas6140          Pavarde6140         8         8         10        6         10        2         
Vardas6141          Pavarde6141         3         1         6         10        8         4         
Vardas6142          Pavarde6142         6         9         4         10        0         1         
Vardas6143          Pavarde6143         9         5         0         10        4         8         
Vardas6144          Pavarde6144         5         6         10        9         6         5         
Vardas6145          Pavarde6145         5         0         8         8         3         1         
Vardas6146          Pavarde6146         10        2         8         6         9         1         
Vardas6147          Pavarde6147         2         9         8         1         0         10        
Vardas6148          Pavarde6148         1         10        5         0         0         2         
Vardas6149          Pavarde6149         2         2         4         9         4         3         
Vardas6150          Pavarde6150         10        3         3         5         3         4         
Vardas6151          Pavarde6151         4         0         1         6         5         1         
Vardas6152          Pavarde6152         3         5         7         2         8         8         
Vardas6153          Pavarde6153         9         0         8         7         9         9         
Vardas6154          Pavarde6154         7         8         8         1         7         5         
Vardas6155          Pavarde6155         5         8         5         4         4         6         
Vardas6156          Pavarde6156         0         2         2         0         6         4         
Vardas6157          Pavarde6157         10        3         0         5         2         5         
Vardas6158          Pavarde6158         6         7         10        0         9         8         
Vardas6159          Pavarde6159         10        10        6         9         6         8         
Vardas6160          Pavarde6160         0         10        2         6         10        6         
Vardas6161          Pavarde6161         5         7         5         10        10        8         
Vardas6162          Pavarde6162         3         9         3         7         1         9         
Vardas6163          Pavarde6163         1         9         8         5         6         8         
Vardas6164          Pavarde6164         6         8         6         7         1         0         
Vardas6165          Pavarde6165         2         5         7         9         4         6         
Vardas6166          Pavarde6166         9         0         7         10        6         5         
Vardas6167          Pavarde6167         9         0         7         2         7         4         
Vardas6168          Pavarde6168         3         1         9         6         8         8         
Vardas6169          Pavarde6169         10        10        5         8         5         6         
Vardas6170          Pavarde6170         7         6         10        1         9         6         
Vardas6171          Pavarde6171         6         3         3         7         7         10        
Vardas6172          Pavarde6172         1         4         4         4         0         8         
Vardas6173          Pavarde6173         9         4         1         4         4         0         
Vardas6174          Pavarde6174         9         1         5         7         5         0         
Vardas6175          Pavarde6175         2         1         3         2         4         1         
Vardas6176          Pavarde6176         8         10        4         8         0         10        
Vardas6177          Pavarde6177         10        8         8         6         0         3         
Vardas6178          Pavarde6178         0         9         0         5         2         8         
Vardas6179          Pavarde6179         7         3         2         2         2         7         
Vardas6180          Pavarde6180         3         10        4         7         3         7         
Vardas6181          Pavarde6181         1         9         5         8         9         10        
Vardas6182          Pavarde6182         9         4         3         3         1         2         
Vardas6183          Pavarde6183         4         6         7         9         3         7         
Vardas6184          Pavarde6184         10        2         3         0         5         4         
Vardas6185          Pavarde6185         3         10        4         3         3         5         
Vardas6186          Pavarde6186         4         6         6         5         8         9         
Vardas6187          Pavarde6187         2         4         10        3         0         0         
Vardas6188          Pavarde6188         9         4         2         6         9         10        
Vardas6189          Pavarde6189         0         10        0         9         8         1         
Vardas6190          Pavarde6190         7         10        3         3         0         8         
Vardas6191          Pavarde6191         1         5         4         4         0         6         
Vardas6192          Pavarde6192         5         9         10        8         3         8         
Vardas6193          Pavarde6193         5         3         7         7         6         0         
Vardas6194          Pavarde6194         9         6         2         10        0         6         
Vardas6195          Pavarde6195         4         7         5         6         9         1         
Vardas6196          Pavarde6196         0         4         2         7         2         5         
Vardas6197          Pavarde6197         6         6         8         6         8         5         
Vardas6198          Pavarde6198         9         6         4         7         5         5         
Vardas6199          Pavarde6199         0         0         4         1         8         5         
Vardas6200          Pavarde6200         2         7         3         5         1         2         
Vardas6201          Pavarde6201         1         7         5         8         4         10        
Vardas6202          Pavarde6202         8         3         2         6         4         1         
Vardas6203          Pavarde6203         0         10        6         3         4         2         
Vardas6204          Pavarde6204         4         0         5         2         1         3         
Vardas6205          Pavarde6205         4         10        8         6         7         1         
Vardas6206          Pavarde6206         10        1         10        2         5         3         
Vardas6207          Pavarde6207         4         6         1         2         1         2         
Vardas6208          Pavarde6208         2         5         10        7         1         4         
Vardas6209          Pavarde6209         2         2         1         2         5         9         
Vardas6210          Pavarde6210         1         10        7         7         7         10        
Vardas6211          Pavarde6211         4         1         9         8         10        3         
Vardas6212          Pavarde6212         9         1         9         4         2         9         
Vardas6213          Pavarde6213         1         9         10        6         5         9         
Vardas6214          Pavarde6214         4         6         0         5         10        3         
Vardas6215          Pavarde6215         8         6         4         7         9         8         
Vardas6216          Pavarde6216         2         0         6         9         9         8         
Vardas6217          Pavarde6217         8         5         2         10        4         10        
Vardas6218          Pavarde6218         4         2         7         1         5         8         
Vardas6219          Pavarde6219         5         3         6         2         7         7         
Vardas6220          Pavarde6220         4         8         1         4         0         0         
Vardas6221          Pavarde6221         10        7         6         1         6         10        
Vardas6222          Pavarde6222         5         10        7         8         7         6         
Vardas6223          Pavarde6223         6         10        9         0         9         3         
Vardas6224          Pavarde6224         4         5         8         8         8         5         
Vardas6225          Pavarde6225         2         9         7         6         10        4         
Vardas6226          Pavarde6226         4         2         1         0         6         3         
Vardas6227          Pavarde6227         9         8         1         2         0         3         
Vardas6228          Pavarde6228         3         5         0         8         1         5         
Vardas6229          Pavarde6229         7         10        1         0         2         7         
Vardas6230          Pavarde6230         6         1         10        8         0         9         
Vardas6231          Pavarde6231         7         6         6         2         3         10        
Vardas6232          Pavarde6232         9         5         9         3         3         7         
Vardas6233          Pavarde6233         7         4         1         0         2         9         
Vardas6234          Pavarde6234         8         1         8         8         4         7         
Vardas6235          Pavarde6235         7         1         1         2         4         3         
Vardas6236          Pavarde6236         7         10        7         9         4         4         
Vardas6237          Pavarde6237         5         3         2         0         4         8         
Vardas6238          Pavarde6238         10        7         0         0         9         2         
Vardas6239          Pavarde6239         9         1         7         7         7         4         
Vardas6240          Pavarde6240         10        3         7         9         9         8         
Vardas6241          Pavarde6241         8         6         6         5         2         7         
Vardas6242          Pavarde6242         4         4         9         9         5         7         
Vardas6243          Pavarde6243         8         7         6         1         1         4         
Vardas6244          Pavarde6244         7         5         9         10        4         1         
Vardas6245          Pavarde6245         0         6         0         6         1         3         
Vardas6246          Pavarde6246         5         8         6         2         3         8         
Vardas6247          Pavarde6247         8         0         0         9         0         8         
Vardas6248          Pavarde6248         2         9         7         2         6         3         
Vardas6249          Pavarde6249         6         2         4         5         1         3         
Vardas6250          Pavarde6250         4         6         4         5         2         8         
Vardas6251          Pavarde6251         2         0         0         5         3         4         
Vardas6252          Pavarde6252         5         2         3         0         2         2         
Vardas6253          Pavarde6253         2         1         0         0         2         0         
Vardas6254          Pavarde6254         1         1         8         7         1         9         
Vardas6255          Pavarde6255         4         2         0         8         1         9         
Vardas6256          Pavarde6256         3         0         1         1         8         3         
Vardas6257          Pavarde6257         9         6         0         8         6         4         
Vardas6258          Pavarde6258         1         9         10        5         0         5         
Vardas6259          Pavarde6259         0         4         1         7         1         5         
Vardas6260          Pavarde6260         5         2         8         0         6         5         
Vardas6261          Pavarde6261         9         1         2         1         10        5         
Vardas6262          Pavarde6262         6         2         1         1         2         0         
Vardas6263          Pavarde6263         2         7         10        1         1         4         
Vardas6264          Pavarde6264         10        7         5         5         4         1         
Vardas6265          Pavarde6265         0         6         3         6         0         5         
Vardas6266          Pavarde6266         5         0         6         9         9         6         
Vardas6267          Pavarde6267         5         3         6         1         8         10        
Vardas6268          Pavarde6268         10        9         1         1         2         10        
Vardas6269          Pavarde6269         4         8         10        3         6         10        
Vardas6270          Pavarde6270         10        10        1         10        6         8         
Vardas6271          Pavarde6271         2         7         7         6         9         0         
Vardas6272          Pavarde6272         4         4         5         5         0         1         
Vardas6273          Pavarde6273         9         9         5         4         10        9         
Vardas6274          Pavarde6274         7         0         2         5         3         4         
Vardas6275          Pavarde6275         4         0         10        8         6         5         
Vardas6276          Pavarde6276         7         3         6         6         1         6         
Vardas6277          Pavarde6277         7         3         10        0         3         7         
Vardas6278          Pavarde6278         10        0         5         4         4         8         
Vardas6279          Pavarde6279         9         6         10        7         9         6         
Vardas6280          Pavarde6280         5         9         3         4         4         3         
Vardas6281          Pavarde6281         9         1         4         4         8         2         
Vardas6282          Pavarde6282         1         5         10        0         7         6         
Vardas6283          Pavarde6283         5         1         9         6         6         8         
Vardas6284          Pavarde6284         7         3         3         9         8         7         
Vardas6285          Pavarde6285         3         5         8         0         1         8         
Vardas6286          Pavarde6286         2         5         9         2         4         2         
Vardas6287          Pavarde6287         0         2         7         8         10        0         
Vardas6288          Pavarde6288         5         3         7         5         9         2         
Vardas6289          Pavarde6289         7         4         10        2         4         3         
Vardas6290          Pavarde6290         5         5         2         7         1         3         
Vardas6291          Pavarde6291         8         4         7         2         0         7         
Vardas6292          Pavarde6292         9         2         6         8         4         0         
Vardas6293          Pavarde6293         10        6         8         7         1         10        
Vardas6294          Pavarde6294         7         6         9         6         6         4         
Vardas6295          Pavarde6295         5         1         2         1         4         8         
Vardas6296          Pavarde6296         9         0         9         6         0         4         
Vardas6297          Pavarde6297         6         1         5         4         4         8         
Vardas6298          Pavarde6298         10        5         1         7         4         9         
Vardas6299          Pavarde6299         10        7         3         0         1         7         
Vardas6300          Pavarde6300         10        2         5         8         3         1         
Vardas6301          Pavarde6301         5         6         10        8         7         3         
Vardas6302          Pavarde6302         6         3         9         3         7         2         
Vardas6303          Pavarde6303         7         8         1         3         6         6         
Vardas6304          Pavarde6304         10        7         0         8         10        6         
Vardas6305          Pavarde6305         0         3         6         10        7         2         
Vardas6306          Pavarde6306         6         1         6         0         9         7         
Vardas6307          Pavarde6307         10        3         2         10        9         10        
Vardas6308          Pavarde6308         3         3         7         2         4         7         
Vardas6309          Pavarde6309         8         3         2         3         10        2         
Vardas6310          Pavarde6310         8         10        10        0         3         2         
Vardas6311          Pavarde6311         10        2         0         0         1         1         
Vardas6312          Pavarde6312         1         8         4         2         8         8         
Vardas6313          Pavarde6313         7         8         8         4         4         6         
Vardas6314          Pavarde6314         9         8         5         6         5         6         
Vardas6315          Pavarde6315         1         0         5         9         10        5         
Vardas6316          Pavarde6316         6         4         7         3         4         10        
Vardas6317          Pavarde6317         3         2         0         9         3         2         
Vardas6318          Pavarde6318         10        2         5         5         8         9         
Vardas6319          Pavarde6319         8         2         10        4         2         7         
Vardas6320          Pavarde6320         10        0         3         1         10        10        
Vardas6321          Pavarde6321         4         0         5         10        6         1         
Vardas6322          Pavarde6322         10        8         7         10        10        9         
Vardas6323          Pavarde6323         1         3         9         5         7         2         
Vardas6324          Pavarde6324         8         9         2         6         6         10        
Vardas6325          Pavarde6325         8         3         10        4         1         10        
Vardas6326          Pavarde6326         1         8         6         1         1         8         
Vardas6327          Pavarde6327         10        4         0         5         1         6         
Vardas6328          Pavarde6328         7         5         7         6         5         10        
Vardas6329          Pavarde6329         6         3         8         4         6         5         
Vardas6330          Pavarde6330         1         8         8         0         6         4         
Vardas6331          Pavarde6331         5         5         10        0         6         4         
Vardas6332          Pavarde6332         8         5         9         2         0         1         
Vardas6333          Pavarde6333         0         1         1         8         0         1         
Vardas6334          Pavarde6334         10        6         4         4         10        9         
Vardas6335          Pavarde6335         10        7         8         10        1         0         
Vardas6336          Pavarde6336         7         6         0         1         0         1         
Vardas6337          Pavarde6337         8         3         10        0         1         7         
Vardas6338          Pavarde6338         1         6         7         4         4         7         
Vardas6339          Pavarde6339         10        8         9         4         7         2         
Vardas6340          Pavarde6340         1         3         1         4         7         3         
Vardas6341          Pavarde6341         3         4         1         3         5         4         
Vardas6342          Pavarde6342         7         3         1         6         8         3         
Vardas6343          Pavarde6343         0         1         7         8         1         3         
Vardas6344          Pavarde6344         7         10        0         8         7         10        
Vardas6345          Pavarde6345         0         5         9         2         9         9         
Vardas6346          Pavarde6346         7         7         10        5         7         6         
Vardas6347          Pavarde6347         3         2         1         9         1         1         
Vardas6348          Pavarde6348         4         4         2         0         7         6         
Vardas6349          Pavarde6349         7         6         6         8         3         5         
Vardas6350          Pavarde6350         4         3         8         2         9         5         
Vardas6351          Pavarde6351         0         6         8         8         10        3         
Vardas6352          Pavarde6352         9         8         6         9         0         7         
Vardas6353          Pavarde6353         6         6         7         0         7         6         
Vardas6354          Pavarde6354         9         0         9         10        9         9         
Vardas6355          Pavarde6355         2         9         5         1         0         10        
Vardas6356          Pavarde6356         2         2         6         9         2         4         
Vardas6357          Pavarde6357         7         5         9         10        2         2         
Vardas6358          Pavarde6358         3         4         4         2         10        8         
Vardas6359          Pavarde6359         7         6         1         5         5         6         
Vardas6360          Pavarde6360         4         1         3         8         4         8         
Vardas6361          Pavarde6361         7         2         3         6         6         2         
Vardas6362          Pavarde6362         0         0         1         5         2         1         
Vardas6363          Pavarde6363         10        3         6         4         3         7         
Vardas6364          Pavarde6364         7         7         10        7         1         7         
Vardas6365          Pavarde6365         2         0         9         10        9         6         
Vardas6366          Pavarde6366         6         5         1         9         1         8         
Vardas6367          Pavarde6367         9         4         10        10        6         7         
Vardas6368          Pavarde6368         5         7         4         3         1         4         
Vardas6369          Pavarde6369         0         0         6         1         1         3         
Vardas6370          Pavarde6370         4         0         6         8         3         4         
Vardas6371          Pavarde6371         1         8         2         2         4         8         
Vardas6372          Pavarde6372         5         7         1         1         8         5         
Vardas6373          Pavarde6373         3         2         3         9         10        6         
Vardas6374          Pavarde6374         6         7         3         10        7         2         
Vardas6375          Pavarde6375         1         3         7         3         5         7         
Vardas6376          Pavarde6376         3         3         2         2         5         8         
Vardas6377          Pavarde6377         1         1         4         4         9         5         
Vardas6378          Pavarde6378         6         5         9         4         7         2         
Vardas6379          Pavarde6379         1         8         8         8         5         8         
Vardas6380          Pavarde6380         2         10        4         0         5         7         
Vardas6381          Pavarde6381         5         2         5         2         6         9         
Vardas6382          Pavarde6382         3         1         1         2         10        9         
Vardas6383          Pavarde6383         1         1         3         2         1         10        
Vardas6384          Pavarde6384         3         0         1         1         6         9         
Vardas6385          Pavarde6385         4         1         4         6         4         5         
Vardas6386          Pavarde6386         10        8         5         5         6         5         
Vardas6387          Pavarde6387         7         2         9         7         10        10        
Vardas6388          Pavarde6388         7         7         9         2         0         2         
Vardas6389          Pavarde6389         9         1         10        0         4         9         
Vardas6390          Pavarde6390         1         10        5         10        2         6         
Vardas6391          Pavarde6391         0         6         7         7         1         1         
Vardas6392          Pavarde6392         5         1         3         8         1         0         
Vardas6393          Pavarde6393         9         3         1         7         7         8         
Vardas6394          Pavarde6394         3         3         6         4         3         2         
Vardas6395          Pavarde6395         2         3         5         3         4         0         
Vardas6396          Pavarde6396         10        2         6         8         0         3         
Vardas6397          Pavarde6397         3         10        0         10        5         1         
Vardas6398          Pavarde6398         10        10        0         4         9         0         
Vardas6399          Pavarde6399         0         4         8         1         5         10        
Vardas6400          Pavarde6400         4         7         3         7         6         9         
Vardas6401          Pavarde6401         8         2         10        10        2         6         
Vardas6402          Pavarde6402         10        4         6         4         9         6         
Vardas6403          Pavarde6403         3         3         5         4         0         9         
Vardas6404          Pavarde6404         1         3         1         0         4         7         
Vardas6405          Pavarde6405         0         0         5         3         9         9         
Vardas6406          Pavarde6406         5         3         8         0         2         9         
Vardas6407          Pavarde6407         10        8         6         6         7         1         
Vardas6408          Pavarde6408         0         2         7         7         6         3         
Vardas6409          Pavarde6409         8         1         6         9         5         2         
Vardas6410          Pavarde6410         2         10        10        3         8         2         
Vardas6411          Pavarde6411         6         1         7         6         6         8         
Vardas6412          Pavarde6412         0         8         10        3         8         4         
Vardas6413          Pavarde6413         0         7         1         3         7         1         
Vardas6414          Pavarde6414         10        6         4         0         1         10        
Vardas6415          Pavarde6415         10        8         8         0         9         5         
Vardas6416          Pavarde6416         6         2         0         5         6         7         
Vardas6417          Pavarde6417         8         9         7         8         2         7         
Vardas6418          Pavarde6418         2         7         6         10        5         1         
Vardas6419          Pavarde6419         6         0         0         3         10        5         
Vardas6420          Pavarde6420         6         6         9         8         10        7         
Vardas6421          Pavarde6421         9         9         7         3         3         4         
Vardas6422          Pavarde6422         7         5         8         2         5         0         
Vardas6423          Pavarde6423         9         9         10        3         3         7         
Vardas6424          Pavarde6424         6         0         5         9         0         3         
Vardas6425          Pavarde6425         1         8         9         0         2         1         
Vardas6426          Pavarde6426         6         0         7         5         8         10        
Vardas6427          Pavarde6427         9         0         4         0         4         2         
Vardas6428          Pavarde6428         4         4         1         9         1         9         
Vardas6429          Pavarde6429         0         6         0         6         0         6         
Vardas6430          Pavarde6430         4         1         2         7         4         2         
Vardas6431          Pavarde6431         10        6         8         0         7         8         
Vardas6432          Pavarde6432         5         7         6         7         5         4         
Vardas6433          Pavarde6433         8         10        10        4         6         3         
Vardas6434          Pavarde6434         7         0         4         5         7         3         
Vardas6435          Pavarde6435         2         5         10        1         3         2         
Vardas6436          Pavarde6436         5         0         5         2         6         1         
Vardas6437          Pavarde6437         6         4         2         4         6         0         
Vardas6438          Pavarde6438         6         4         3         0         4         9         
Vardas6439          Pavarde6439         7         7         4         3         0         8         
Vardas6440          Pavarde6440         8         4         10        9         2         2         
Vardas6441          Pavarde6441         6         1         7         4         6         1         
Vardas6442          Pavarde6442         0         10        7         7         5         2         
Vardas6443          Pavarde6443         7         2         5         6         5         5         
Vardas6444          Pavarde6444         2         5         7         1         10        3         
Vardas6445          Pavarde6445         8         4         9         3         8         4         
Vardas6446          Pavarde6446         7         1         6         3         7         9         
Vardas6447          Pavarde6447         5         3         7         9         5         8         
Vardas6448          Pavarde6448         4         7         8         0         3         6         
Vardas6449          Pavarde6449         7         10        6         2         2         4         
Vardas6450          Pavarde6450         7         2         3         5         9         0         
Vardas6451          Pavarde6451         9         0         2         10        0         6         
Vardas6452          Pavarde6452         3         2         1         9         0         9         
Vardas6453          Pavarde6453         3         2         1         3         8         3         
Vardas6454          Pavarde6454         6         5         0         7         2         3         
Vardas6455          Pavarde6455         1         1         10        1         1         0         
Vardas6456          Pavarde6456         0         7         8         4         4         8         
Vardas6457          Pavarde6457         6         8         7         9         8         2         
Vardas6458          Pavarde6458         6         1         8         0         2         7         
Vardas6459          Pavarde6459         10        8         4         9         2         0         
Vardas6460          Pavarde6460         9         6         2         9         2         5         
Vardas6461          Pavarde6461         6         5         3         3         4         8         
Vardas6462          Pavarde6462         6         10        6         7         3         9         
Vardas6463          Pavarde6463         7         8         0         7         9         6         
Vardas6464          Pavarde6464         5         4         4         9         8         1         
Vardas6465          Pavarde6465         6         10        7         7         6         8         
Vardas6466          Pavarde6466         5         2         1         5         3         5         
Vardas6467          Pavarde6467         2         4         7         1         3         3         
Vardas6468          Pavarde6468         4         8         2         1         9         5         
Vardas6469          Pavarde6469         6         8         8         10        5         3         
Vardas6470          Pavarde6470         0         5         8         2         8         3         
Vardas6471          Pavarde6471         7         7         8         4         3         6         
Vardas6472          Pavarde6472         1         3         7         3         7         10        
Vardas6473          Pavarde6473         7         6         8         0         6         4         
Vardas6474          Pavarde6474         5         4         8         4         6         6         
Vardas6475          Pavarde6475         10        0         5         3         0         8         
Vardas6476          Pavarde6476         4         9         10        2         9         5         
Vardas6477          Pavarde6477         9         5         1         4         5         10        
Vardas6478          Pavarde6478         6         8         1         1         2         0         
Vardas6479          Pavarde6479         5         5         7         4         0         5         
Vardas6480          Pavarde6480         4         2         1         1         5         5         
Vardas6481          Pavarde6481         2         7         9         0         2         10        
Vardas6482          Pavarde6482         1         6         1         9         5         6         
Vardas6483          Pavarde6483         3         2         1         5         1         6         
Vardas6484          Pavarde6484         3         9         3         9         0         10        
Vardas6485          Pavarde6485         8         9         10        6         4         7         
Vardas6486          Pavarde6486         1         0         5         10        1         8         
Vardas6487          Pavarde6487         8         2         4         2         3         7         
Vardas6488          Pavarde6488         9         6         4         5         10        8         
Vardas6489          Pavarde6489         5         0         9         9         7         1         
Vardas6490          Pavarde6490         0         8         6         4         1         9         
Vardas6491          Pavarde6491         3         3         5         4         8         0         
Vardas6492          Pavarde6492         10        6         8         7         0         9         
Vardas6493          Pavarde6493         1         10        3         2         10        4         
