Vardas              Pavarde             Galutinis (Vid.)    Galutinis (Med.)    
Vardas34387         Pavarde34387        3.76                2.80                
Vardas34667         Pavarde34667        3.76                3.20                
Vardas34782         Pavarde34782        3.76                3.60                
Vardas34806         Pavarde34806        3.76                3.20                
Vardas34860         Pavarde34860        3.76                4.00                
Vardas35185         Pavarde35185        3.76                3.20                
Vardas35247         Pavarde35247        3.76                3.20                
Vardas35735         Pavarde35735        3.76                3.60                
Vardas35987         Pavarde35987        3.76                4.00                
Vardas36613         Pavarde36613        3.76                3.60                
Vardas36666         Pavarde36666        3.76                3.60                
Vardas36676         Pavarde36676        3.76                3.20                
Vardas37026         Pavarde37026        3.76                4.00                
Vardas37247         Pavarde37247        3.76                3.60                
Vardas37325         Pavarde37325        3.76                3.60                
Vardas37372         Pavarde37372        3.76                3.60                
Vardas38131         Pavarde38131        3.76                4.00                
Vardas38268         Pavarde38268        3.76                4.00                
Vardas38335         Pavarde38335        3.76                3.60                
Vardas38550         Pavarde38550        3.76                3.60                
Vardas38551         Pavarde38551        3.76                4.00                
Vardas38554         Pavarde38554        3.76                3.20                
Vardas38660         Pavarde38660        3.76                2.80                
Vardas39062         Pavarde39062        3.76                3.20                
Vardas39793         Pavarde39793        3.76                3.60                
Vardas40143         Pavarde40143        3.76                3.60                
Vardas40278         Pavarde40278        3.76                3.60                
Vardas40477         Pavarde40477        3.76                4.00                
Vardas40557         Pavarde40557        3.76                2.40                
Vardas40647         Pavarde40647        3.76                3.60                
Vardas40934         Pavarde40934        3.76                3.20                
Vardas41016         Pavarde41016        3.76                4.00                
Vardas41971         Pavarde41971        3.76                3.60                
Vardas43069         Pavarde43069        3.76                3.20                
Vardas43491         Pavarde43491        3.76                2.80                
Vardas44456         Pavarde44456        3.76                3.60                
Vardas44474         Pavarde44474        3.76                4.00                
Vardas45132         Pavarde45132        3.76                4.40                
Vardas45145         Pavarde45145        3.76                3.60                
Vardas45205         Pavarde45205        3.76                3.60                
Vardas45433         Pavarde45433        3.76                3.20                
Vardas45520         Pavarde45520        3.76                2.80                
Vardas45829         Pavarde45829        3.76                3.20                
Vardas46390         Pavarde46390        3.76                3.60                
Vardas46683         Pavarde46683        3.76                3.20                
Vardas46943         Pavarde46943        3.76                3.20                
Vardas47103         Pavarde47103        3.76                3.20                
Vardas47581         Pavarde47581        3.76                3.60                
Vardas47787         Pavarde47787        3.76                4.00                
Vardas48819         Pavarde48819        3.76                3.60                
Vardas49161         Pavarde49161        3.76                4.40                
Vardas49353         Pavarde49353        3.76                3.60                
Vardas49494         Pavarde49494        3.76                3.20                
Vardas49697         Pavarde49697        3.76                3.60                
Vardas50531         Pavarde50531        3.76                3.60                
Vardas50850         Pavarde50850        3.76                4.00                
Vardas51169         Pavarde51169        3.76                4.00                
Vardas51281         Pavarde51281        3.76                3.20                
Vardas51582         Pavarde51582        3.76                4.00                
Vardas51769         Pavarde51769        3.76                3.20                
Vardas51830         Pavarde51830        3.76                3.60                
Vardas52020         Pavarde52020        3.76                3.20                
Vardas52888         Pavarde52888        3.76                2.80                
Vardas53189         Pavarde53189        3.76                3.60                
Vardas53456         Pavarde53456        3.76                3.20                
Vardas53930         Pavarde53930        3.76                3.60                
Vardas55676         Pavarde55676        3.76                3.20                
Vardas56273         Pavarde56273        3.76                3.20                
Vardas56339         Pavarde56339        3.76                3.60                
Vardas57517         Pavarde57517        3.76                4.00                
Vardas57591         Pavarde57591        3.76                3.60                
Vardas57609         Pavarde57609        3.76                3.20                
Vardas57819         Pavarde57819        3.76                3.60                
Vardas57990         Pavarde57990        3.76                3.60                
Vardas58399         Pavarde58399        3.76                3.60                
Vardas58870         Pavarde58870        3.76                3.20                
Vardas59273         Pavarde59273        3.76                3.20                
Vardas60234         Pavarde60234        3.76                4.00                
Vardas60466         Pavarde60466        3.76                3.20                
Vardas60867         Pavarde60867        3.76                3.60                
Vardas61415         Pavarde61415        3.76                3.20                
Vardas62193         Pavarde62193        3.76                4.00                
Vardas62332         Pavarde62332        3.76                2.80                
Vardas62402         Pavarde62402        3.76                3.20                
Vardas62562         Pavarde62562        3.76                3.20                
Vardas63143         Pavarde63143        3.76                3.20                
Vardas63330         Pavarde63330        3.76                4.00                
Vardas63463         Pavarde63463        3.76                4.00                
Vardas64025         Pavarde64025        3.76                3.60                
Vardas64520         Pavarde64520        3.76                4.00                
Vardas65228         Pavarde65228        3.76                3.20                
Vardas65274         Pavarde65274        3.76                3.60                
Vardas65594         Pavarde65594        3.76                4.40                
Vardas66005         Pavarde66005        3.76                3.60                
Vardas66146         Pavarde66146        3.76                3.60                
Vardas66640         Pavarde66640        3.76                3.60                
Vardas66906         Pavarde66906        3.76                3.60                
Vardas66987         Pavarde66987        3.76                3.60                
Vardas67005         Pavarde67005        3.76                3.60                
Vardas67563         Pavarde67563        3.76                3.20                
Vardas67672         Pavarde67672        3.76                3.60                
Vardas67834         Pavarde67834        3.76                3.20                
Vardas67887         Pavarde67887        3.76                3.60                
Vardas67910         Pavarde67910        3.76                4.00                
Vardas69069         Pavarde69069        3.76                3.20                
Vardas69118         Pavarde69118        3.76                4.00                
Vardas69322         Pavarde69322        3.76                3.20                
Vardas69642         Pavarde69642        3.76                3.60                
Vardas69645         Pavarde69645        3.76                3.60                
Vardas70216         Pavarde70216        3.76                3.20                
Vardas70341         Pavarde70341        3.76                3.20                
Vardas70377         Pavarde70377        3.76                2.80                
Vardas70877         Pavarde70877        3.76                3.20                
Vardas71361         Pavarde71361        3.76                3.60                
Vardas71445         Pavarde71445        3.76                3.60                
Vardas71582         Pavarde71582        3.76                4.00                
Vardas71614         Pavarde71614        3.76                3.60                
Vardas71616         Pavarde71616        3.76                3.60                
Vardas71767         Pavarde71767        3.76                3.20                
Vardas71788         Pavarde71788        3.76                3.60                
Vardas71901         Pavarde71901        3.76                3.20                
Vardas71989         Pavarde71989        3.76                3.20                
Vardas72942         Pavarde72942        3.76                3.20                
Vardas72963         Pavarde72963        3.76                3.60                
Vardas73047         Pavarde73047        3.76                4.00                
Vardas73274         Pavarde73274        3.76                3.60                
Vardas73466         Pavarde73466        3.76                3.60                
Vardas73890         Pavarde73890        3.76                3.60                
Vardas73902         Pavarde73902        3.76                2.80                
Vardas74958         Pavarde74958        3.76                3.20                
Vardas75576         Pavarde75576        3.76                4.00                
Vardas75773         Pavarde75773        3.76                4.00                
Vardas76122         Pavarde76122        3.76                3.60                
Vardas76534         Pavarde76534        3.76                3.20                
Vardas76645         Pavarde76645        3.76                4.00                
Vardas77153         Pavarde77153        3.76                3.20                
Vardas77223         Pavarde77223        3.76                3.60                
Vardas77282         Pavarde77282        3.76                3.60                
Vardas77408         Pavarde77408        3.76                3.60                
Vardas77810         Pavarde77810        3.76                4.00                
Vardas77950         Pavarde77950        3.76                3.60                
Vardas78509         Pavarde78509        3.76                3.20                
Vardas78561         Pavarde78561        3.76                3.60                
Vardas78845         Pavarde78845        3.76                3.20                
Vardas79238         Pavarde79238        3.76                3.20                
Vardas79934         Pavarde79934        3.76                4.00                
Vardas80234         Pavarde80234        3.76                3.60                
Vardas80473         Pavarde80473        3.76                4.00                
Vardas80861         Pavarde80861        3.76                2.80                
Vardas81180         Pavarde81180        3.76                4.00                
Vardas81371         Pavarde81371        3.76                3.20                
Vardas81861         Pavarde81861        3.76                3.60                
Vardas81994         Pavarde81994        3.76                4.00                
Vardas82134         Pavarde82134        3.76                4.00                
Vardas82209         Pavarde82209        3.76                4.00                
Vardas82599         Pavarde82599        3.76                2.80                
Vardas82658         Pavarde82658        3.76                4.00                
Vardas83396         Pavarde83396        3.76                3.60                
Vardas83917         Pavarde83917        3.76                3.20                
Vardas84079         Pavarde84079        3.76                3.20                
Vardas84396         Pavarde84396        3.76                3.20                
Vardas84769         Pavarde84769        3.76                3.60                
Vardas84902         Pavarde84902        3.76                3.20                
Vardas85085         Pavarde85085        3.76                3.60                
Vardas85295         Pavarde85295        3.76                3.60                
Vardas85504         Pavarde85504        3.76                3.20                
Vardas85621         Pavarde85621        3.76                3.60                
Vardas86001         Pavarde86001        3.76                3.20                
Vardas86564         Pavarde86564        3.76                3.60                
Vardas86817         Pavarde86817        3.76                4.00                
Vardas87060         Pavarde87060        3.76                2.80                
Vardas87128         Pavarde87128        3.76                3.60                
Vardas87411         Pavarde87411        3.76                4.00                
Vardas87439         Pavarde87439        3.76                3.60                
Vardas87549         Pavarde87549        3.76                3.60                
Vardas87839         Pavarde87839        3.76                3.60                
Vardas87912         Pavarde87912        3.76                3.60                
Vardas88363         Pavarde88363        3.76                3.20                
Vardas88849         Pavarde88849        3.76                3.20                
Vardas88941         Pavarde88941        3.76                4.00                
Vardas89184         Pavarde89184        3.76                3.20                
Vardas89657         Pavarde89657        3.76                4.00                
Vardas89659         Pavarde89659        3.76                4.40                
Vardas89753         Pavarde89753        3.76                3.60                
Vardas89800         Pavarde89800        3.76                3.60                
Vardas90058         Pavarde90058        3.76                3.60                
Vardas90097         Pavarde90097        3.76                3.60                
Vardas90235         Pavarde90235        3.76                3.60                
Vardas90577         Pavarde90577        3.76                3.20                
Vardas90994         Pavarde90994        3.76                3.60                
Vardas91872         Pavarde91872        3.76                4.00                
Vardas92213         Pavarde92213        3.76                3.20                
Vardas92742         Pavarde92742        3.76                3.20                
Vardas92999         Pavarde92999        3.76                3.60                
Vardas93690         Pavarde93690        3.76                3.20                
Vardas93732         Pavarde93732        3.76                3.20                
Vardas94592         Pavarde94592        3.76                3.60                
Vardas94697         Pavarde94697        3.76                4.40                
Vardas94747         Pavarde94747        3.76                4.40                
Vardas95628         Pavarde95628        3.76                3.60                
Vardas95687         Pavarde95687        3.76                3.20                
Vardas95923         Pavarde95923        3.76                3.60                
Vardas95972         Pavarde95972        3.76                3.60                
Vardas96226         Pavarde96226        3.76                2.80                
Vardas97132         Pavarde97132        3.76                3.60                
Vardas97851         Pavarde97851        3.76                4.40                
Vardas97998         Pavarde97998        3.76                2.80                
Vardas98275         Pavarde98275        3.76                3.60                
Vardas98618         Pavarde98618        3.76                4.00                
Vardas99122         Pavarde99122        3.76                4.00                
Vardas99793         Pavarde99793        3.76                3.20                
Vardas99919         Pavarde99919        3.76                3.60                
Vardas17020         Pavarde17020        3.76                4.00                
Vardas29            Pavarde29           3.76                4.00                
Vardas589           Pavarde589          3.76                4.40                
Vardas667           Pavarde667          3.76                4.00                
Vardas673           Pavarde673          3.76                4.00                
Vardas850           Pavarde850          3.76                3.20                
Vardas1233          Pavarde1233         3.76                4.00                
Vardas1386          Pavarde1386         3.76                4.00                
Vardas2134          Pavarde2134         3.76                4.00                
Vardas3120          Pavarde3120         3.76                4.80                
Vardas3902          Pavarde3902         3.76                4.40                
Vardas4752          Pavarde4752         3.76                4.00                
Vardas5198          Pavarde5198         3.76                4.40                
Vardas5860          Pavarde5860         3.76                4.40                
Vardas5957          Pavarde5957         3.76                4.00                
Vardas7072          Pavarde7072         3.76                3.20                
Vardas7431          Pavarde7431         3.76                4.00                
Vardas7717          Pavarde7717         3.76                4.00                
Vardas7938          Pavarde7938         3.76                4.00                
Vardas8104          Pavarde8104         3.76                4.40                
Vardas8351          Pavarde8351         3.76                4.00                
Vardas8382          Pavarde8382         3.76                3.20                
Vardas8565          Pavarde8565         3.76                4.00                
Vardas8623          Pavarde8623         3.76                4.00                
Vardas9116          Pavarde9116         3.76                4.00                
Vardas10258         Pavarde10258        3.76                3.60                
Vardas10366         Pavarde10366        3.76                3.20                
Vardas11022         Pavarde11022        3.76                3.60                
Vardas11579         Pavarde11579        3.76                4.40                
Vardas11999         Pavarde11999        3.76                4.80                
Vardas12171         Pavarde12171        3.76                4.40                
Vardas12317         Pavarde12317        3.76                4.00                
Vardas12568         Pavarde12568        3.76                3.20                
Vardas12627         Pavarde12627        3.76                4.40                
Vardas12970         Pavarde12970        3.76                4.00                
Vardas13297         Pavarde13297        3.76                4.40                
Vardas13610         Pavarde13610        3.76                4.00                
Vardas13625         Pavarde13625        3.76                4.40                
Vardas13758         Pavarde13758        3.76                4.00                
Vardas14195         Pavarde14195        3.76                3.60                
Vardas14443         Pavarde14443        3.76                3.60                
Vardas14621         Pavarde14621        3.76                3.60                
Vardas14791         Pavarde14791        3.76                4.00                
Vardas15442         Pavarde15442        3.76                4.00                
Vardas15484         Pavarde15484        3.76                3.60                
Vardas16007         Pavarde16007        3.76                3.60                
Vardas16879         Pavarde16879        3.76                4.00                
Vardas17065         Pavarde17065        3.76                4.00                
Vardas17259         Pavarde17259        3.76                4.00                
Vardas17657         Pavarde17657        3.76                4.00                
Vardas17998         Pavarde17998        3.76                3.60                
Vardas18212         Pavarde18212        3.76                4.00                
Vardas18760         Pavarde18760        3.76                4.00                
Vardas19114         Pavarde19114        3.76                4.00                
Vardas19433         Pavarde19433        3.76                4.40                
Vardas19751         Pavarde19751        3.76                4.40                
Vardas19941         Pavarde19941        3.76                4.40                
Vardas21233         Pavarde21233        3.76                4.00                
Vardas21661         Pavarde21661        3.76                4.00                
Vardas22468         Pavarde22468        3.76                4.80                
Vardas22593         Pavarde22593        3.76                4.00                
Vardas23036         Pavarde23036        3.76                4.00                
Vardas23497         Pavarde23497        3.76                4.40                
Vardas24319         Pavarde24319        3.76                3.60                
Vardas24684         Pavarde24684        3.76                4.00                
Vardas24719         Pavarde24719        3.76                4.40                
Vardas25068         Pavarde25068        3.76                3.60                
Vardas25131         Pavarde25131        3.76                4.00                
Vardas25286         Pavarde25286        3.76                3.20                
Vardas25605         Pavarde25605        3.76                3.60                
Vardas25760         Pavarde25760        3.76                4.40                
Vardas26078         Pavarde26078        3.76                4.00                
Vardas26318         Pavarde26318        3.76                4.40                
Vardas26736         Pavarde26736        3.76                4.00                
Vardas26825         Pavarde26825        3.76                4.00                
Vardas27248         Pavarde27248        3.76                3.60                
Vardas27363         Pavarde27363        3.76                4.40                
Vardas27377         Pavarde27377        3.76                4.40                
Vardas27802         Pavarde27802        3.76                4.40                
Vardas27866         Pavarde27866        3.76                3.60                
Vardas27955         Pavarde27955        3.76                4.00                
Vardas28028         Pavarde28028        3.76                3.60                
Vardas28542         Pavarde28542        3.76                3.60                
Vardas28657         Pavarde28657        3.76                3.60                
Vardas29398         Pavarde29398        3.76                4.40                
Vardas29435         Pavarde29435        3.76                4.00                
Vardas29693         Pavarde29693        3.76                4.80                
Vardas29909         Pavarde29909        3.76                4.00                
Vardas29971         Pavarde29971        3.76                4.40                
Vardas30030         Pavarde30030        3.76                3.60                
Vardas30997         Pavarde30997        3.76                4.40                
Vardas31414         Pavarde31414        3.76                4.00                
Vardas31515         Pavarde31515        3.76                4.00                
Vardas32075         Pavarde32075        3.76                3.60                
Vardas32345         Pavarde32345        3.76                4.00                
Vardas33457         Pavarde33457        3.76                4.40                
Vardas33554         Pavarde33554        3.76                3.60                
Vardas33746         Pavarde33746        3.76                4.40                
Vardas33915         Pavarde33915        3.76                3.60                
Vardas34529         Pavarde34529        3.76                4.00                
Vardas34900         Pavarde34900        3.76                3.20                
Vardas34999         Pavarde34999        3.76                4.00                
Vardas35014         Pavarde35014        3.76                4.00                
Vardas35144         Pavarde35144        3.76                3.60                
Vardas35486         Pavarde35486        3.76                4.00                
Vardas36212         Pavarde36212        3.76                4.40                
Vardas36285         Pavarde36285        3.76                4.80                
Vardas36345         Pavarde36345        3.76                4.40                
Vardas36350         Pavarde36350        3.76                4.00                
Vardas36373         Pavarde36373        3.76                4.40                
Vardas36376         Pavarde36376        3.76                4.00                
Vardas36511         Pavarde36511        3.76                4.00                
Vardas36989         Pavarde36989        3.76                4.00                
Vardas37495         Pavarde37495        3.76                4.40                
Vardas37570         Pavarde37570        3.76                4.40                
Vardas37660         Pavarde37660        3.76                3.60                
Vardas37890         Pavarde37890        3.76                4.40                
Vardas38187         Pavarde38187        3.76                4.00                
Vardas38347         Pavarde38347        3.76                4.40                
Vardas39095         Pavarde39095        3.76                3.60                
Vardas39771         Pavarde39771        3.76                4.00                
Vardas39859         Pavarde39859        3.76                3.60                
Vardas40847         Pavarde40847        3.76                4.00                
Vardas40884         Pavarde40884        3.76                4.00                
Vardas40992         Pavarde40992        3.76                4.00                
Vardas41361         Pavarde41361        3.76                3.60                
Vardas41955         Pavarde41955        3.76                4.00                
Vardas42009         Pavarde42009        3.76                4.00                
Vardas42404         Pavarde42404        3.76                4.00                
Vardas42664         Pavarde42664        3.76                4.00                
Vardas42800         Pavarde42800        3.76                4.40                
Vardas42813         Pavarde42813        3.76                3.20                
Vardas43112         Pavarde43112        3.76                4.00                
Vardas43637         Pavarde43637        3.76                3.60                
Vardas44308         Pavarde44308        3.76                3.60                
Vardas44471         Pavarde44471        3.76                4.40                
Vardas44534         Pavarde44534        3.76                4.00                
Vardas44729         Pavarde44729        3.76                4.00                
Vardas44803         Pavarde44803        3.76                4.00                
Vardas45695         Pavarde45695        3.76                3.60                
Vardas45960         Pavarde45960        3.76                4.40                
Vardas46879         Pavarde46879        3.76                3.60                
Vardas47500         Pavarde47500        3.76                3.60                
Vardas47618         Pavarde47618        3.76                3.60                
Vardas47701         Pavarde47701        3.76                5.20                
Vardas48933         Pavarde48933        3.76                3.60                
Vardas48982         Pavarde48982        3.76                4.00                
Vardas49329         Pavarde49329        3.76                4.00                
Vardas49396         Pavarde49396        3.76                4.00                
Vardas50555         Pavarde50555        3.76                4.40                
Vardas50571         Pavarde50571        3.76                3.60                
Vardas50630         Pavarde50630        3.76                4.00                
Vardas51085         Pavarde51085        3.76                4.00                
Vardas51197         Pavarde51197        3.76                4.00                
Vardas51257         Pavarde51257        3.76                4.00                
Vardas51545         Pavarde51545        3.76                4.00                
Vardas51976         Pavarde51976        3.76                3.60                
Vardas52144         Pavarde52144        3.76                4.40                
Vardas52447         Pavarde52447        3.76                3.60                
Vardas52526         Pavarde52526        3.76                3.20                
Vardas52653         Pavarde52653        3.76                4.00                
Vardas53636         Pavarde53636        3.76                4.00                
Vardas53707         Pavarde53707        3.76                4.00                
Vardas53856         Pavarde53856        3.76                4.00                
Vardas54030         Pavarde54030        3.76                4.00                
Vardas56104         Pavarde56104        3.76                4.00                
Vardas56830         Pavarde56830        3.76                4.00                
Vardas56832         Pavarde56832        3.76                4.00                
Vardas56987         Pavarde56987        3.76                4.00                
Vardas56999         Pavarde56999        3.76                3.20                
Vardas57334         Pavarde57334        3.76                4.40                
Vardas57666         Pavarde57666        3.76                4.00                
Vardas58098         Pavarde58098        3.76                3.20                
Vardas58325         Pavarde58325        3.76                4.40                
Vardas58544         Pavarde58544        3.76                4.40                
Vardas58780         Pavarde58780        3.76                4.40                
Vardas59073         Pavarde59073        3.76                4.80                
Vardas59175         Pavarde59175        3.76                3.60                
Vardas59651         Pavarde59651        3.76                3.20                
Vardas59678         Pavarde59678        3.76                3.60                
Vardas59910         Pavarde59910        3.76                3.60                
Vardas59961         Pavarde59961        3.76                3.60                
Vardas60745         Pavarde60745        3.76                4.40                
Vardas61088         Pavarde61088        3.76                3.60                
Vardas61378         Pavarde61378        3.76                3.20                
Vardas61571         Pavarde61571        3.76                3.60                
Vardas61744         Pavarde61744        3.76                4.00                
Vardas62495         Pavarde62495        3.76                3.20                
Vardas62700         Pavarde62700        3.76                4.00                
Vardas62873         Pavarde62873        3.76                4.40                
Vardas62960         Pavarde62960        3.76                4.40                
Vardas62992         Pavarde62992        3.76                4.00                
Vardas63290         Pavarde63290        3.76                4.00                
Vardas63298         Pavarde63298        3.76                3.60                
Vardas63725         Pavarde63725        3.76                3.60                
Vardas64195         Pavarde64195        3.76                4.40                
Vardas64244         Pavarde64244        3.76                3.60                
Vardas64407         Pavarde64407        3.76                4.80                
Vardas64724         Pavarde64724        3.76                3.60                
Vardas65084         Pavarde65084        3.76                4.00                
Vardas66243         Pavarde66243        3.76                3.60                
Vardas66350         Pavarde66350        3.76                4.00                
Vardas66360         Pavarde66360        3.76                3.20                
Vardas66462         Pavarde66462        3.76                4.40                
Vardas66531         Pavarde66531        3.76                3.60                
Vardas66544         Pavarde66544        3.76                3.60                
Vardas66659         Pavarde66659        3.76                3.60                
Vardas67059         Pavarde67059        3.76                4.40                
Vardas67077         Pavarde67077        3.76                4.00                
Vardas67080         Pavarde67080        3.76                3.60                
Vardas67980         Pavarde67980        3.76                3.60                
Vardas68343         Pavarde68343        3.76                4.40                
Vardas68391         Pavarde68391        3.76                4.00                
Vardas68543         Pavarde68543        3.76                4.00                
Vardas68694         Pavarde68694        3.76                4.00                
Vardas68721         Pavarde68721        3.76                4.00                
Vardas68870         Pavarde68870        3.76                4.40                
Vardas69126         Pavarde69126        3.76                3.60                
Vardas69906         Pavarde69906        3.76                4.80                
Vardas70422         Pavarde70422        3.76                4.40                
Vardas70874         Pavarde70874        3.76                2.80                
Vardas70884         Pavarde70884        3.76                4.40                
Vardas70945         Pavarde70945        3.76                4.00                
Vardas71587         Pavarde71587        3.76                3.20                
Vardas71688         Pavarde71688        3.76                3.60                
Vardas72639         Pavarde72639        3.76                4.00                
Vardas73185         Pavarde73185        3.76                4.40                
Vardas73326         Pavarde73326        3.76                4.00                
Vardas73808         Pavarde73808        3.76                4.40                
Vardas73868         Pavarde73868        3.76                3.60                
Vardas74056         Pavarde74056        3.76                4.40                
Vardas74725         Pavarde74725        3.76                4.80                
Vardas75335         Pavarde75335        3.76                4.00                
Vardas75741         Pavarde75741        3.76                4.00                
Vardas75837         Pavarde75837        3.76                3.20                
Vardas76769         Pavarde76769        3.76                4.40                
Vardas76824         Pavarde76824        3.76                3.60                
Vardas77489         Pavarde77489        3.76                3.60                
Vardas77528         Pavarde77528        3.76                3.60                
Vardas77767         Pavarde77767        3.76                4.00                
Vardas77910         Pavarde77910        3.76                3.60                
Vardas78450         Pavarde78450        3.76                4.40                
Vardas78548         Pavarde78548        3.76                3.20                
Vardas78823         Pavarde78823        3.76                4.00                
Vardas78992         Pavarde78992        3.76                4.40                
Vardas79017         Pavarde79017        3.76                3.20                
Vardas79086         Pavarde79086        3.76                3.60                
Vardas79420         Pavarde79420        3.76                3.60                
Vardas79445         Pavarde79445        3.76                3.20                
Vardas79466         Pavarde79466        3.76                4.40                
Vardas79685         Pavarde79685        3.76                3.20                
Vardas80076         Pavarde80076        3.76                3.60                
Vardas80574         Pavarde80574        3.76                3.60                
Vardas80853         Pavarde80853        3.76                4.80                
Vardas81169         Pavarde81169        3.76                4.00                
Vardas82066         Pavarde82066        3.76                3.20                
Vardas82160         Pavarde82160        3.76                3.20                
Vardas82280         Pavarde82280        3.76                4.00                
Vardas82383         Pavarde82383        3.76                4.00                
Vardas82559         Pavarde82559        3.76                3.60                
Vardas82657         Pavarde82657        3.76                4.00                
Vardas83761         Pavarde83761        3.76                4.00                
Vardas83880         Pavarde83880        3.76                3.60                
Vardas84197         Pavarde84197        3.76                4.00                
Vardas84319         Pavarde84319        3.76                4.40                
Vardas84395         Pavarde84395        3.76                3.60                
Vardas85747         Pavarde85747        3.76                4.40                
Vardas85906         Pavarde85906        3.76                4.00                
Vardas86294         Pavarde86294        3.76                3.60                
Vardas87445         Pavarde87445        3.76                4.40                
Vardas87972         Pavarde87972        3.76                4.00                
Vardas88082         Pavarde88082        3.76                4.00                
Vardas88295         Pavarde88295        3.76                4.00                
Vardas88474         Pavarde88474        3.76                3.60                
Vardas88855         Pavarde88855        3.76                3.20                
Vardas89211         Pavarde89211        3.76                4.00                
Vardas89404         Pavarde89404        3.76                4.40                
Vardas90191         Pavarde90191        3.76                4.00                
Vardas90434         Pavarde90434        3.76                4.00                
Vardas90625         Pavarde90625        3.76                4.00                
Vardas90871         Pavarde90871        3.76                4.40                
Vardas91029         Pavarde91029        3.76                3.60                
Vardas91072         Pavarde91072        3.76                4.00                
Vardas91344         Pavarde91344        3.76                3.20                
Vardas91396         Pavarde91396        3.76                4.00                
Vardas91488         Pavarde91488        3.76                4.00                
Vardas93112         Pavarde93112        3.76                4.00                
Vardas93186         Pavarde93186        3.76                4.40                
Vardas93653         Pavarde93653        3.76                4.80                
Vardas93802         Pavarde93802        3.76                4.40                
Vardas93848         Pavarde93848        3.76                4.00                
Vardas93911         Pavarde93911        3.76                3.60                
Vardas94149         Pavarde94149        3.76                3.60                
Vardas94294         Pavarde94294        3.76                4.00                
Vardas95229         Pavarde95229        3.76                4.40                
Vardas96148         Pavarde96148        3.76                4.40                
Vardas96782         Pavarde96782        3.76                4.00                
Vardas97296         Pavarde97296        3.76                4.00                
Vardas97301         Pavarde97301        3.76                4.40                
Vardas97487         Pavarde97487        3.76                4.80                
Vardas97918         Pavarde97918        3.76                3.60                
Vardas97961         Pavarde97961        3.76                3.60                
Vardas98218         Pavarde98218        3.76                4.00                
Vardas99222         Pavarde99222        3.76                4.40                
Vardas99567         Pavarde99567        3.76                4.00                
Vardas99670         Pavarde99670        3.76                4.00                
Vardas99884         Pavarde99884        3.76                4.80                
Vardas353           Pavarde353          3.80                3.80                
Vardas436           Pavarde436          3.80                3.80                
Vardas754           Pavarde754          3.80                3.80                
Vardas949           Pavarde949          3.80                4.60                
Vardas1222          Pavarde1222         3.80                3.80                
Vardas1261          Pavarde1261         3.80                3.40                
Vardas1465          Pavarde1465         3.80                4.20                
Vardas1663          Pavarde1663         3.80                3.80                
Vardas1666          Pavarde1666         3.80                4.20                
Vardas1685          Pavarde1685         3.80                3.00                
Vardas1901          Pavarde1901         3.80                3.80                
Vardas2245          Pavarde2245         3.80                4.20                
Vardas2710          Pavarde2710         3.80                4.20                
Vardas2953          Pavarde2953         3.80                4.20                
Vardas2960          Pavarde2960         3.80                4.20                
Vardas3052          Pavarde3052         3.80                3.80                
Vardas3284          Pavarde3284         3.80                3.40                
Vardas3390          Pavarde3390         3.80                3.80                
Vardas3571          Pavarde3571         3.80                3.80                
Vardas3770          Pavarde3770         3.80                3.40                
Vardas3793          Pavarde3793         3.80                3.40                
Vardas3859          Pavarde3859         3.80                4.20                
Vardas4035          Pavarde4035         3.80                4.20                
Vardas4072          Pavarde4072         3.80                3.80                
Vardas4265          Pavarde4265         3.80                3.80                
Vardas4365          Pavarde4365         3.80                3.40                
Vardas4476          Pavarde4476         3.80                3.00                
Vardas4542          Pavarde4542         3.80                3.00                
Vardas4674          Pavarde4674         3.80                3.40                
Vardas4738          Pavarde4738         3.80                3.80                
Vardas5510          Pavarde5510         3.80                3.80                
Vardas5718          Pavarde5718         3.80                4.20                
Vardas5771          Pavarde5771         3.80                3.00                
Vardas6081          Pavarde6081         3.80                4.20                
Vardas6169          Pavarde6169         3.80                4.20                
Vardas6181          Pavarde6181         3.80                3.80                
Vardas6346          Pavarde6346         3.80                3.40                
