Vardas              Pavarde             Galutinis (Vid.)    Galutinis (Med.)    
Vardas60477         Pavarde60477        6.92                7.40                
Vardas60858         Pavarde60858        6.92                7.80                
Vardas60918         Pavarde60918        6.92                6.60                
Vardas60962         Pavarde60962        6.92                6.20                
Vardas61328         Pavarde61328        6.92                6.60                
Vardas61500         Pavarde61500        6.92                6.60                
Vardas62241         Pavarde62241        6.92                7.80                
Vardas62344         Pavarde62344        6.92                7.40                
Vardas62430         Pavarde62430        6.92                7.00                
Vardas62512         Pavarde62512        6.92                7.00                
Vardas62550         Pavarde62550        6.92                6.60                
Vardas62551         Pavarde62551        6.92                7.00                
Vardas62772         Pavarde62772        6.92                7.80                
Vardas63295         Pavarde63295        6.92                6.60                
Vardas63399         Pavarde63399        6.92                5.40                
Vardas63412         Pavarde63412        6.92                7.00                
Vardas63416         Pavarde63416        6.92                6.60                
Vardas63847         Pavarde63847        6.92                6.60                
Vardas63914         Pavarde63914        6.92                6.60                
Vardas64248         Pavarde64248        6.92                6.60                
Vardas64403         Pavarde64403        6.92                7.00                
Vardas64974         Pavarde64974        6.92                6.20                
Vardas65042         Pavarde65042        6.92                7.40                
Vardas65087         Pavarde65087        6.92                6.60                
Vardas65111         Pavarde65111        6.92                7.40                
Vardas65308         Pavarde65308        6.92                7.00                
Vardas65563         Pavarde65563        6.92                7.40                
Vardas65582         Pavarde65582        6.92                7.00                
Vardas65935         Pavarde65935        6.92                6.60                
Vardas66049         Pavarde66049        6.92                7.00                
Vardas66203         Pavarde66203        6.92                7.00                
Vardas66230         Pavarde66230        6.92                6.60                
Vardas66304         Pavarde66304        6.92                7.40                
Vardas66382         Pavarde66382        6.92                7.00                
Vardas66393         Pavarde66393        6.92                6.20                
Vardas66491         Pavarde66491        6.92                7.40                
Vardas66505         Pavarde66505        6.92                7.00                
Vardas67040         Pavarde67040        6.92                7.40                
Vardas67193         Pavarde67193        6.92                6.20                
Vardas67545         Pavarde67545        6.92                7.00                
Vardas67808         Pavarde67808        6.92                7.00                
Vardas67999         Pavarde67999        6.92                7.00                
Vardas68412         Pavarde68412        6.92                5.80                
Vardas68584         Pavarde68584        6.92                7.00                
Vardas68646         Pavarde68646        6.92                7.00                
Vardas68656         Pavarde68656        6.92                7.40                
Vardas68734         Pavarde68734        6.92                7.00                
Vardas68772         Pavarde68772        6.92                6.60                
Vardas69066         Pavarde69066        6.92                7.00                
Vardas69363         Pavarde69363        6.92                7.40                
Vardas69381         Pavarde69381        6.92                7.00                
Vardas69410         Pavarde69410        6.92                7.00                
Vardas69438         Pavarde69438        6.92                7.00                
Vardas69509         Pavarde69509        6.92                7.40                
Vardas69590         Pavarde69590        6.92                7.40                
Vardas69753         Pavarde69753        6.92                7.40                
Vardas69794         Pavarde69794        6.92                7.40                
Vardas70457         Pavarde70457        6.92                7.40                
Vardas70601         Pavarde70601        6.92                7.00                
Vardas70654         Pavarde70654        6.92                6.20                
Vardas70664         Pavarde70664        6.92                7.80                
Vardas70775         Pavarde70775        6.92                6.20                
Vardas70905         Pavarde70905        6.92                7.40                
Vardas71164         Pavarde71164        6.92                6.20                
Vardas71662         Pavarde71662        6.92                7.00                
Vardas71909         Pavarde71909        6.92                6.20                
Vardas72129         Pavarde72129        6.92                7.40                
Vardas72188         Pavarde72188        6.92                7.00                
Vardas72423         Pavarde72423        6.92                6.20                
Vardas72563         Pavarde72563        6.92                7.40                
Vardas72849         Pavarde72849        6.92                7.40                
Vardas72962         Pavarde72962        6.92                6.60                
Vardas72983         Pavarde72983        6.92                6.60                
Vardas73125         Pavarde73125        6.92                7.00                
Vardas73196         Pavarde73196        6.92                6.60                
Vardas73308         Pavarde73308        6.92                7.00                
Vardas73523         Pavarde73523        6.92                6.60                
Vardas73608         Pavarde73608        6.92                7.00                
Vardas73661         Pavarde73661        6.92                5.80                
Vardas73823         Pavarde73823        6.92                7.00                
Vardas74097         Pavarde74097        6.92                6.60                
Vardas74098         Pavarde74098        6.92                7.00                
Vardas74473         Pavarde74473        6.92                5.80                
Vardas74496         Pavarde74496        6.92                6.60                
Vardas74521         Pavarde74521        6.92                6.20                
Vardas74781         Pavarde74781        6.92                7.40                
Vardas74794         Pavarde74794        6.92                7.00                
Vardas74836         Pavarde74836        6.92                6.20                
Vardas74867         Pavarde74867        6.92                6.60                
Vardas75282         Pavarde75282        6.92                7.40                
Vardas75523         Pavarde75523        6.92                7.40                
Vardas75527         Pavarde75527        6.92                6.60                
Vardas75545         Pavarde75545        6.92                7.00                
Vardas75672         Pavarde75672        6.92                6.20                
Vardas75735         Pavarde75735        6.92                7.00                
Vardas75799         Pavarde75799        6.92                7.00                
Vardas75826         Pavarde75826        6.92                7.00                
Vardas75961         Pavarde75961        6.92                6.60                
Vardas76011         Pavarde76011        6.92                7.40                
Vardas76033         Pavarde76033        6.92                7.40                
Vardas76412         Pavarde76412        6.92                6.20                
Vardas76598         Pavarde76598        6.92                6.60                
Vardas76846         Pavarde76846        6.92                6.20                
Vardas77143         Pavarde77143        6.92                7.00                
Vardas77348         Pavarde77348        6.92                7.00                
Vardas77544         Pavarde77544        6.92                6.60                
Vardas77670         Pavarde77670        6.92                6.20                
Vardas77678         Pavarde77678        6.92                7.40                
Vardas77734         Pavarde77734        6.92                6.60                
Vardas77836         Pavarde77836        6.92                7.00                
Vardas77890         Pavarde77890        6.92                7.00                
Vardas77911         Pavarde77911        6.92                7.00                
Vardas77926         Pavarde77926        6.92                6.60                
Vardas77931         Pavarde77931        6.92                7.40                
Vardas77946         Pavarde77946        6.92                6.60                
Vardas78136         Pavarde78136        6.92                7.00                
Vardas78425         Pavarde78425        6.92                7.40                
Vardas78891         Pavarde78891        6.92                7.40                
Vardas78994         Pavarde78994        6.92                7.00                
Vardas79171         Pavarde79171        6.92                7.40                
Vardas79424         Pavarde79424        6.92                6.60                
Vardas79894         Pavarde79894        6.92                6.60                
Vardas80115         Pavarde80115        6.92                6.60                
Vardas80380         Pavarde80380        6.92                7.40                
Vardas80492         Pavarde80492        6.92                7.80                
Vardas80925         Pavarde80925        6.92                5.80                
Vardas80927         Pavarde80927        6.92                7.00                
Vardas80974         Pavarde80974        6.92                7.40                
Vardas81068         Pavarde81068        6.92                6.60                
Vardas81128         Pavarde81128        6.92                7.00                
Vardas81362         Pavarde81362        6.92                7.00                
Vardas81512         Pavarde81512        6.92                7.80                
Vardas82068         Pavarde82068        6.92                7.40                
Vardas82156         Pavarde82156        6.92                6.60                
Vardas82338         Pavarde82338        6.92                7.40                
Vardas82554         Pavarde82554        6.92                6.20                
Vardas82589         Pavarde82589        6.92                6.60                
Vardas82594         Pavarde82594        6.92                6.60                
Vardas82682         Pavarde82682        6.92                7.80                
Vardas82853         Pavarde82853        6.92                6.20                
Vardas82924         Pavarde82924        6.92                7.40                
Vardas83076         Pavarde83076        6.92                7.00                
Vardas83096         Pavarde83096        6.92                7.40                
Vardas83613         Pavarde83613        6.92                6.60                
Vardas83732         Pavarde83732        6.92                7.00                
Vardas83922         Pavarde83922        6.92                7.00                
Vardas83939         Pavarde83939        6.92                7.00                
Vardas84080         Pavarde84080        6.92                6.60                
Vardas84257         Pavarde84257        6.92                7.40                
Vardas84289         Pavarde84289        6.92                7.00                
Vardas84311         Pavarde84311        6.92                7.40                
Vardas84370         Pavarde84370        6.92                6.60                
Vardas84440         Pavarde84440        6.92                7.40                
Vardas84526         Pavarde84526        6.92                7.80                
Vardas84741         Pavarde84741        6.92                6.20                
Vardas84956         Pavarde84956        6.92                7.00                
Vardas85080         Pavarde85080        6.92                6.60                
Vardas85531         Pavarde85531        6.92                6.60                
Vardas85801         Pavarde85801        6.92                7.00                
Vardas86151         Pavarde86151        6.92                7.00                
Vardas86155         Pavarde86155        6.92                6.60                
Vardas86280         Pavarde86280        6.92                7.80                
Vardas86291         Pavarde86291        6.92                7.40                
Vardas86435         Pavarde86435        6.92                7.00                
Vardas86503         Pavarde86503        6.92                7.40                
Vardas86612         Pavarde86612        6.92                7.80                
Vardas86628         Pavarde86628        6.92                6.60                
Vardas87312         Pavarde87312        6.92                7.00                
Vardas87371         Pavarde87371        6.92                7.40                
Vardas87464         Pavarde87464        6.92                7.00                
Vardas87500         Pavarde87500        6.92                6.60                
Vardas87560         Pavarde87560        6.92                7.00                
Vardas87842         Pavarde87842        6.92                6.60                
Vardas87999         Pavarde87999        6.92                6.20                
Vardas88333         Pavarde88333        6.92                6.20                
Vardas88353         Pavarde88353        6.92                7.00                
Vardas88617         Pavarde88617        6.92                7.00                
Vardas88757         Pavarde88757        6.92                6.60                
Vardas88923         Pavarde88923        6.92                5.80                
Vardas89271         Pavarde89271        6.92                6.20                
Vardas89477         Pavarde89477        6.92                6.60                
Vardas89485         Pavarde89485        6.92                7.00                
Vardas89701         Pavarde89701        6.92                7.00                
Vardas89756         Pavarde89756        6.92                6.60                
Vardas89980         Pavarde89980        6.92                6.60                
Vardas90061         Pavarde90061        6.92                7.00                
Vardas90119         Pavarde90119        6.92                8.20                
Vardas90474         Pavarde90474        6.92                7.00                
Vardas90613         Pavarde90613        6.92                7.00                
Vardas90703         Pavarde90703        6.92                6.20                
Vardas90814         Pavarde90814        6.92                6.20                
Vardas91203         Pavarde91203        6.92                7.40                
Vardas91371         Pavarde91371        6.92                6.60                
Vardas91590         Pavarde91590        6.92                6.60                
Vardas91664         Pavarde91664        6.92                7.40                
Vardas91742         Pavarde91742        6.92                7.40                
Vardas91931         Pavarde91931        6.92                7.00                
Vardas92003         Pavarde92003        6.92                6.60                
Vardas92785         Pavarde92785        6.92                6.60                
Vardas92847         Pavarde92847        6.92                6.60                
Vardas92968         Pavarde92968        6.92                7.00                
Vardas93145         Pavarde93145        6.92                7.40                
Vardas93202         Pavarde93202        6.92                6.60                
Vardas93316         Pavarde93316        6.92                6.20                
Vardas93516         Pavarde93516        6.92                7.00                
Vardas93667         Pavarde93667        6.92                6.20                
Vardas93772         Pavarde93772        6.92                7.40                
Vardas93973         Pavarde93973        6.92                7.00                
Vardas94140         Pavarde94140        6.92                6.20                
Vardas94488         Pavarde94488        6.92                7.00                
Vardas94515         Pavarde94515        6.92                7.40                
Vardas94736         Pavarde94736        6.92                6.60                
Vardas94797         Pavarde94797        6.92                6.60                
Vardas95206         Pavarde95206        6.92                7.00                
Vardas95324         Pavarde95324        6.92                7.00                
Vardas95520         Pavarde95520        6.92                7.00                
Vardas95671         Pavarde95671        6.92                7.00                
Vardas95761         Pavarde95761        6.92                7.00                
Vardas96111         Pavarde96111        6.92                7.00                
Vardas96325         Pavarde96325        6.92                6.60                
Vardas96642         Pavarde96642        6.92                7.40                
Vardas96657         Pavarde96657        6.92                6.60                
Vardas96741         Pavarde96741        6.92                7.00                
Vardas96871         Pavarde96871        6.92                6.60                
Vardas97117         Pavarde97117        6.92                7.00                
Vardas97431         Pavarde97431        6.92                7.00                
Vardas98042         Pavarde98042        6.92                7.00                
Vardas98066         Pavarde98066        6.92                7.40                
Vardas98214         Pavarde98214        6.92                6.20                
Vardas98443         Pavarde98443        6.92                6.60                
Vardas98546         Pavarde98546        6.92                6.60                
Vardas98604         Pavarde98604        6.92                5.80                
Vardas98776         Pavarde98776        6.92                7.00                
Vardas98898         Pavarde98898        6.92                6.20                
Vardas98965         Pavarde98965        6.92                6.60                
Vardas98987         Pavarde98987        6.92                7.00                
Vardas99097         Pavarde99097        6.92                6.60                
Vardas99332         Pavarde99332        6.92                7.00                
Vardas99353         Pavarde99353        6.92                7.00                
Vardas99441         Pavarde99441        6.92                7.00                
Vardas99795         Pavarde99795        6.92                6.60                
Vardas212           Pavarde212          6.96                6.80                
Vardas489           Pavarde489          6.96                6.80                
Vardas724           Pavarde724          6.96                6.80                
Vardas793           Pavarde793          6.96                6.80                
Vardas810           Pavarde810          6.96                6.40                
Vardas864           Pavarde864          6.96                6.80                
Vardas1144          Pavarde1144         6.96                6.80                
Vardas1379          Pavarde1379         6.96                7.20                
Vardas1389          Pavarde1389         6.96                6.80                
Vardas1444          Pavarde1444         6.96                7.20                
Vardas2004          Pavarde2004         6.96                6.80                
Vardas2021          Pavarde2021         6.96                6.80                
Vardas2168          Pavarde2168         6.96                7.60                
Vardas2250          Pavarde2250         6.96                7.20                
Vardas2379          Pavarde2379         6.96                7.20                
Vardas2458          Pavarde2458         6.96                6.80                
Vardas2469          Pavarde2469         6.96                6.80                
Vardas2566          Pavarde2566         6.96                7.20                
Vardas2874          Pavarde2874         6.96                7.20                
Vardas3143          Pavarde3143         6.96                6.80                
Vardas3186          Pavarde3186         6.96                7.60                
Vardas3273          Pavarde3273         6.96                7.20                
Vardas3475          Pavarde3475         6.96                7.20                
Vardas3588          Pavarde3588         6.96                6.80                
Vardas3910          Pavarde3910         6.96                7.20                
Vardas4216          Pavarde4216         6.96                6.00                
Vardas4500          Pavarde4500         6.96                7.20                
Vardas4522          Pavarde4522         6.96                6.80                
Vardas4558          Pavarde4558         6.96                6.80                
Vardas4711          Pavarde4711         6.96                6.80                
Vardas4803          Pavarde4803         6.96                6.40                
Vardas4978          Pavarde4978         6.96                6.40                
Vardas5039          Pavarde5039         6.96                7.20                
Vardas5593          Pavarde5593         6.96                7.20                
Vardas5712          Pavarde5712         6.96                7.60                
Vardas6008          Pavarde6008         6.96                6.40                
Vardas6442          Pavarde6442         6.96                6.80                
Vardas6736          Pavarde6736         6.96                7.20                
Vardas6812          Pavarde6812         6.96                7.20                
Vardas6998          Pavarde6998         6.96                6.80                
Vardas7049          Pavarde7049         6.96                6.40                
Vardas7205          Pavarde7205         6.96                6.80                
Vardas7271          Pavarde7271         6.96                6.80                
Vardas7584          Pavarde7584         6.96                6.80                
Vardas7665          Pavarde7665         6.96                6.80                
Vardas7744          Pavarde7744         6.96                6.00                
Vardas7838          Pavarde7838         6.96                7.20                
Vardas7926          Pavarde7926         6.96                7.20                
Vardas8037          Pavarde8037         6.96                6.40                
Vardas8238          Pavarde8238         6.96                7.60                
Vardas8380          Pavarde8380         6.96                6.40                
Vardas8421          Pavarde8421         6.96                6.40                
Vardas8653          Pavarde8653         6.96                7.60                
Vardas8693          Pavarde8693         6.96                6.80                
Vardas8791          Pavarde8791         6.96                7.20                
Vardas9013          Pavarde9013         6.96                7.60                
Vardas9036          Pavarde9036         6.96                7.60                
Vardas9087          Pavarde9087         6.96                7.20                
Vardas9229          Pavarde9229         6.96                6.40                
Vardas9375          Pavarde9375         6.96                6.80                
Vardas9439          Pavarde9439         6.96                6.80                
Vardas9754          Pavarde9754         6.96                7.60                
Vardas9801          Pavarde9801         6.96                7.20                
Vardas9807          Pavarde9807         6.96                7.20                
Vardas10091         Pavarde10091        6.96                6.80                
Vardas10142         Pavarde10142        6.96                6.40                
Vardas10144         Pavarde10144        6.96                6.80                
Vardas10179         Pavarde10179        6.96                6.80                
Vardas10326         Pavarde10326        6.96                6.40                
Vardas10642         Pavarde10642        6.96                6.40                
Vardas10775         Pavarde10775        6.96                7.60                
Vardas10853         Pavarde10853        6.96                6.80                
Vardas10985         Pavarde10985        6.96                6.80                
Vardas11209         Pavarde11209        6.96                6.80                
Vardas11376         Pavarde11376        6.96                6.80                
Vardas11413         Pavarde11413        6.96                7.60                
Vardas11459         Pavarde11459        6.96                7.20                
Vardas11562         Pavarde11562        6.96                7.20                
Vardas11732         Pavarde11732        6.96                6.80                
Vardas12201         Pavarde12201        6.96                8.00                
Vardas12265         Pavarde12265        6.96                7.20                
Vardas12356         Pavarde12356        6.96                7.60                
Vardas12477         Pavarde12477        6.96                6.40                
Vardas12506         Pavarde12506        6.96                6.40                
Vardas12786         Pavarde12786        6.96                7.20                
Vardas12950         Pavarde12950        6.96                6.80                
Vardas13693         Pavarde13693        6.96                6.80                
Vardas14175         Pavarde14175        6.96                7.20                
Vardas14230         Pavarde14230        6.96                6.80                
Vardas14271         Pavarde14271        6.96                7.20                
Vardas14355         Pavarde14355        6.96                7.20                
Vardas14403         Pavarde14403        6.96                7.20                
Vardas14445         Pavarde14445        6.96                7.60                
Vardas14718         Pavarde14718        6.96                6.80                
Vardas15158         Pavarde15158        6.96                7.20                
Vardas15554         Pavarde15554        6.96                6.80                
Vardas15643         Pavarde15643        6.96                6.80                
Vardas15691         Pavarde15691        6.96                6.80                
Vardas15801         Pavarde15801        6.96                6.80                
Vardas16230         Pavarde16230        6.96                6.80                
Vardas16311         Pavarde16311        6.96                6.80                
Vardas16380         Pavarde16380        6.96                6.80                
Vardas16492         Pavarde16492        6.96                6.80                
Vardas16515         Pavarde16515        6.96                7.20                
Vardas16768         Pavarde16768        6.96                7.20                
Vardas16842         Pavarde16842        6.96                7.20                
Vardas17035         Pavarde17035        6.96                6.80                
Vardas17114         Pavarde17114        6.96                6.80                
Vardas17234         Pavarde17234        6.96                7.60                
Vardas17439         Pavarde17439        6.96                7.20                
Vardas17615         Pavarde17615        6.96                6.40                
Vardas17618         Pavarde17618        6.96                7.60                
Vardas17650         Pavarde17650        6.96                6.80                
Vardas17980         Pavarde17980        6.96                6.80                
Vardas18037         Pavarde18037        6.96                7.20                
Vardas18062         Pavarde18062        6.96                6.80                
Vardas18112         Pavarde18112        6.96                6.80                
Vardas18181         Pavarde18181        6.96                6.40                
Vardas18328         Pavarde18328        6.96                6.80                
Vardas18392         Pavarde18392        6.96                7.20                
Vardas18413         Pavarde18413        6.96                7.60                
Vardas18483         Pavarde18483        6.96                7.20                
Vardas18726         Pavarde18726        6.96                7.20                
Vardas18745         Pavarde18745        6.96                7.20                
Vardas18908         Pavarde18908        6.96                6.80                
Vardas18924         Pavarde18924        6.96                7.60                
Vardas19313         Pavarde19313        6.96                7.20                
Vardas19373         Pavarde19373        6.96                7.20                
Vardas19666         Pavarde19666        6.96                6.80                
Vardas20454         Pavarde20454        6.96                6.80                
Vardas21108         Pavarde21108        6.96                6.80                
Vardas21295         Pavarde21295        6.96                6.00                
Vardas21521         Pavarde21521        6.96                6.40                
Vardas21577         Pavarde21577        6.96                6.80                
Vardas21592         Pavarde21592        6.96                7.20                
Vardas21703         Pavarde21703        6.96                6.40                
Vardas21951         Pavarde21951        6.96                7.60                
Vardas22047         Pavarde22047        6.96                7.20                
Vardas22266         Pavarde22266        6.96                7.60                
Vardas23455         Pavarde23455        6.96                7.20                
Vardas23573         Pavarde23573        6.96                7.20                
Vardas23962         Pavarde23962        6.96                7.20                
Vardas24366         Pavarde24366        6.96                7.20                
Vardas24373         Pavarde24373        6.96                6.80                
Vardas24404         Pavarde24404        6.96                6.80                
Vardas24412         Pavarde24412        6.96                7.20                
Vardas24661         Pavarde24661        6.96                7.20                
Vardas24814         Pavarde24814        6.96                6.40                
Vardas24979         Pavarde24979        6.96                6.80                
Vardas25205         Pavarde25205        6.96                7.20                
Vardas25632         Pavarde25632        6.96                6.40                
Vardas25664         Pavarde25664        6.96                7.60                
Vardas25791         Pavarde25791        6.96                7.20                
Vardas25919         Pavarde25919        6.96                6.80                
Vardas26015         Pavarde26015        6.96                7.20                
Vardas26021         Pavarde26021        6.96                7.20                
Vardas26178         Pavarde26178        6.96                7.20                
Vardas26403         Pavarde26403        6.96                7.20                
Vardas26695         Pavarde26695        6.96                7.60                
Vardas27133         Pavarde27133        6.96                7.60                
Vardas27445         Pavarde27445        6.96                6.40                
Vardas27608         Pavarde27608        6.96                6.80                
Vardas27982         Pavarde27982        6.96                6.80                
Vardas28000         Pavarde28000        6.96                6.40                
Vardas28277         Pavarde28277        6.96                7.20                
Vardas28470         Pavarde28470        6.96                6.40                
Vardas29143         Pavarde29143        6.96                6.80                
Vardas29523         Pavarde29523        6.96                7.20                
Vardas29746         Pavarde29746        6.96                7.20                
Vardas29781         Pavarde29781        6.96                7.20                
Vardas29784         Pavarde29784        6.96                6.00                
Vardas29825         Pavarde29825        6.96                6.80                
Vardas30234         Pavarde30234        6.96                8.00                
Vardas30332         Pavarde30332        6.96                7.20                
Vardas30350         Pavarde30350        6.96                6.80                
Vardas30378         Pavarde30378        6.96                6.40                
Vardas30702         Pavarde30702        6.96                7.20                
Vardas31026         Pavarde31026        6.96                6.80                
Vardas31326         Pavarde31326        6.96                6.80                
Vardas31455         Pavarde31455        6.96                7.20                
Vardas31694         Pavarde31694        6.96                6.80                
Vardas31735         Pavarde31735        6.96                6.40                
Vardas32054         Pavarde32054        6.96                6.40                
Vardas32265         Pavarde32265        6.96                7.60                
Vardas32398         Pavarde32398        6.96                7.20                
Vardas32777         Pavarde32777        6.96                6.40                
Vardas32864         Pavarde32864        6.96                7.20                
Vardas32870         Pavarde32870        6.96                7.20                
Vardas33275         Pavarde33275        6.96                6.40                
Vardas33401         Pavarde33401        6.96                8.00                
Vardas33459         Pavarde33459        6.96                6.80                
Vardas33485         Pavarde33485        6.96                6.80                
Vardas33498         Pavarde33498        6.96                7.20                
Vardas33757         Pavarde33757        6.96                6.40                
Vardas34095         Pavarde34095        6.96                7.20                
Vardas34476         Pavarde34476        6.96                7.20                
Vardas34599         Pavarde34599        6.96                6.80                
Vardas34689         Pavarde34689        6.96                7.20                
Vardas35714         Pavarde35714        6.96                7.60                
Vardas35810         Pavarde35810        6.96                7.20                
Vardas35871         Pavarde35871        6.96                7.20                
Vardas36055         Pavarde36055        6.96                6.40                
Vardas36098         Pavarde36098        6.96                6.80                
Vardas36115         Pavarde36115        6.96                7.20                
Vardas36244         Pavarde36244        6.96                6.80                
Vardas36320         Pavarde36320        6.96                7.20                
Vardas36581         Pavarde36581        6.96                6.80                
Vardas36780         Pavarde36780        6.96                6.40                
Vardas37210         Pavarde37210        6.96                7.20                
Vardas37486         Pavarde37486        6.96                6.80                
Vardas37816         Pavarde37816        6.96                7.20                
Vardas37836         Pavarde37836        6.96                6.40                
Vardas37926         Pavarde37926        6.96                8.00                
Vardas37971         Pavarde37971        6.96                6.40                
Vardas38376         Pavarde38376        6.96                6.80                
Vardas38459         Pavarde38459        6.96                7.20                
Vardas38725         Pavarde38725        6.96                6.80                
Vardas38868         Pavarde38868        6.96                6.40                
Vardas38962         Pavarde38962        6.96                6.00                
Vardas39149         Pavarde39149        6.96                6.40                
Vardas39209         Pavarde39209        6.96                7.60                
Vardas39278         Pavarde39278        6.96                6.80                
Vardas39590         Pavarde39590        6.96                7.20                
Vardas39885         Pavarde39885        6.96                7.20                
Vardas39914         Pavarde39914        6.96                8.00                
Vardas40022         Pavarde40022        6.96                7.20                
Vardas40109         Pavarde40109        6.96                7.60                
Vardas40128         Pavarde40128        6.96                6.80                
Vardas40395         Pavarde40395        6.96                6.40                
Vardas40927         Pavarde40927        6.96                6.40                
Vardas41048         Pavarde41048        6.96                6.40                
Vardas41341         Pavarde41341        6.96                6.40                
Vardas41509         Pavarde41509        6.96                7.60                
Vardas41980         Pavarde41980        6.96                7.20                
Vardas42121         Pavarde42121        6.96                7.60                
Vardas42149         Pavarde42149        6.96                6.80                
Vardas42177         Pavarde42177        6.96                7.20                
Vardas42209         Pavarde42209        6.96                6.80                
Vardas42286         Pavarde42286        6.96                7.20                
Vardas42350         Pavarde42350        6.96                6.40                
Vardas42734         Pavarde42734        6.96                6.80                
Vardas42742         Pavarde42742        6.96                7.20                
Vardas42755         Pavarde42755        6.96                6.80                
Vardas43013         Pavarde43013        6.96                6.80                
Vardas43187         Pavarde43187        6.96                6.00                
Vardas43294         Pavarde43294        6.96                7.20                
Vardas43312         Pavarde43312        6.96                6.80                
Vardas43736         Pavarde43736        6.96                7.60                
Vardas44142         Pavarde44142        6.96                6.80                
Vardas44147         Pavarde44147        6.96                7.20                
Vardas44683         Pavarde44683        6.96                7.20                
Vardas44716         Pavarde44716        6.96                7.20                
Vardas44744         Pavarde44744        6.96                7.20                
Vardas44752         Pavarde44752        6.96                7.60                
Vardas45257         Pavarde45257        6.96                6.80                
Vardas45546         Pavarde45546        6.96                6.40                
Vardas45644         Pavarde45644        6.96                8.00                
Vardas45967         Pavarde45967        6.96                6.80                
Vardas45989         Pavarde45989        6.96                6.40                
Vardas46206         Pavarde46206        6.96                7.20                
Vardas46404         Pavarde46404        6.96                7.20                
Vardas46935         Pavarde46935        6.96                6.80                
Vardas47010         Pavarde47010        6.96                6.80                
Vardas47052         Pavarde47052        6.96                6.80                
Vardas47059         Pavarde47059        6.96                7.20                
Vardas47171         Pavarde47171        6.96                7.20                
Vardas47591         Pavarde47591        6.96                6.40                
Vardas47592         Pavarde47592        6.96                6.80                
Vardas47627         Pavarde47627        6.96                6.00                
Vardas47677         Pavarde47677        6.96                6.40                
Vardas47794         Pavarde47794        6.96                7.20                
Vardas47875         Pavarde47875        6.96                6.40                
Vardas48038         Pavarde48038        6.96                6.80                
Vardas48039         Pavarde48039        6.96                7.20                
Vardas48431         Pavarde48431        6.96                6.80                
Vardas48580         Pavarde48580        6.96                6.40                
Vardas48592         Pavarde48592        6.96                6.80                
Vardas48707         Pavarde48707        6.96                7.20                
Vardas49011         Pavarde49011        6.96                6.80                
Vardas49104         Pavarde49104        6.96                6.40                
Vardas49200         Pavarde49200        6.96                6.80                
Vardas49296         Pavarde49296        6.96                7.20                
Vardas49330         Pavarde49330        6.96                7.20                
Vardas49699         Pavarde49699        6.96                7.20                
Vardas49749         Pavarde49749        6.96                6.80                
Vardas49762         Pavarde49762        6.96                6.80                
Vardas49797         Pavarde49797        6.96                7.60                
Vardas50267         Pavarde50267        6.96                7.60                
Vardas50297         Pavarde50297        6.96                6.80                
Vardas50524         Pavarde50524        6.96                7.20                
Vardas50739         Pavarde50739        6.96                6.80                
Vardas50867         Pavarde50867        6.96                7.60                
Vardas51084         Pavarde51084        6.96                7.60                
Vardas51409         Pavarde51409        6.96                6.80                
Vardas51739         Pavarde51739        6.96                6.80                
Vardas52022         Pavarde52022        6.96                7.20                
Vardas52312         Pavarde52312        6.96                6.80                
Vardas52749         Pavarde52749        6.96                6.80                
Vardas52803         Pavarde52803        6.96                7.20                
Vardas52870         Pavarde52870        6.96                6.80                
Vardas52879         Pavarde52879        6.96                6.40                
Vardas52910         Pavarde52910        6.96                6.80                
Vardas53002         Pavarde53002        6.96                7.20                
Vardas53072         Pavarde53072        6.96                6.80                
Vardas53280         Pavarde53280        6.96                7.60                
Vardas53303         Pavarde53303        6.96                7.20                
Vardas53465         Pavarde53465        6.96                6.80                
Vardas53474         Pavarde53474        6.96                7.20                
Vardas53481         Pavarde53481        6.96                6.40                
Vardas53491         Pavarde53491        6.96                6.40                
Vardas53675         Pavarde53675        6.96                7.60                
Vardas53689         Pavarde53689        6.96                7.20                
Vardas53725         Pavarde53725        6.96                7.20                
Vardas53753         Pavarde53753        6.96                7.20                
Vardas53927         Pavarde53927        6.96                6.80                
